Row,Document Number,Receive Date,Form Status,Form Status Date,Complainant Connection,Facility Type,Well Name,Well Number,API State Code,API County Code,API Sequence Number,Facility Name,Facility ID,County Name,Qtr Qtr,Section,Township,Range,Meridian,Operator Number,Operator,Initial Contact Date,Method Received,Routed Agency,Issue Category,Issue Description,Issue Resolution,Issue Resolved Date,Letter Sent,NOAV,NOAV Number,Form 19,Form 19 Number,Form 27,Form 27 Number,id,api_number,api_county,county_name,well_number,well_name,lease_number,is_vertical,is_drifted,is_deviated,is_horizontal,facility_id,location_id,location_name,status_code,status_date,operator_number,operator_name,field_code,field_name,usgs_elevation,longitude,latitude,utm_x,utm_y,section,township,range,qtr_qtr,meridian,dist_n_s,dir_n_s,dist_e_w,dir_e_w,loc_qual,is_denver_basin,is_wattenberg,is_piceance_basin,is_raton_basin,is_san_juan_basin,is_denver_aquifer,is_fracked,has_frac_focus_report,ff_job_start_date,ff_job_end_date,ff_reported_date,ff_job_prior_to_rule_205,ff_days_to_report,completion_data_confidential,scout_card_url,created_at,updated_at,is_other_basin
837,200440684,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Triple Creek,436824.0,WELD,SENE,8,5N,66W,6,10459.0,EXTRACTION OIL & GAS LLC,12/12/2016,Online Tool,,ODOR,"Location: 71st Ave from 10 St south for several blocks. Also on my back deck at 7303 W 18th St. 

Issue: There is a terrible oil or fuel odor that I noticed shortly after we turned south on 71st Ave from 10th St at 10:15pm tonight. Looking out back towards the site, the air looks hazy. Has there been a spill? Is an inversion holding their emissions in place? The area is a low point and holds smells - it's terrible right now. It stinks on our deck and in our neighborhood.

Odor is described as currently occurring, fuel odor, issue is visible.",COGCC Inspector Jason Gomez inspected the location and did not observe any violations of COGCC rules (inspection #672500266).,12/16/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,200440683,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/12/2016,Online Tool,,NOISE,"Location: White Lane, near County Line Rd and CW Bixler in Erie, CO, Crestone - Wooley
Issue: 	This noise is very disturbing and uncomfortable to have to listen to when we are trying to sleep. Tonight there is a loud, low rumbling vibration that is very disturbing, and making it hard for us to relax in our home. I am also concerned about the vibrations damaging our home. Please, think of the residents forced to deal with this noise and odor. Noise is described as Low, loud vibration, continuous, noise you can hear and feel.",COGCC staff inspected the Woolley Sosa location on 12/12/16 (see FIR# 681901859) and did not observe any instances of non-compliance with COGCC rules.,12/12/2016,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,200440683,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/12/2016,Online Tool,,ODOR,The air outside my home smells awful and unhealthy. There has been a strong odor in the air outside my home similar to a Diesel engine running constantly. Odor typically occurs in the evening and night.,The odor portion of this complaint was transferred to the CDPHE APCD.,12/12/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,200440682,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/15/2016,Online Tool,,LIGHTING,"Ugly, noisly, bright",COGCC Inspector Jason Gomez determined lighting at the location is in compliance with Rule 803,12/15/2016,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,200440682,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/15/2016,Online Tool,,NOISE,"Location of concern: Woolley Becky Sosa

Issue: Its bad enough you are drilling right across the street from my house, but than the damn thing wakes me up in the middle of the night from the noise. I know these companies dont care about earthquakes or water quality, but I do! Ugly, noisly, bright potentially dangerous to ground water and earthquakes",COGCC Inspector Jason Gomez contacted the complainant. The complainant did not want a sound study conducted at her residence. Mr. Gomez informed her that since a sound study would not be conducted the complaint would be closed.,12/15/2016,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,200440680,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,123,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/11/2016,Online Tool,,AIR QUALITY,"Location: Vertical structure conducting activities 24/7 in north Erie. It is lighted at night and near Colliers Hill
Issue: Since this activity started, everyone in my family - 2 adults and 2 children - have experienced headaches and allergy type symptoms. These symptoms include itchy eyes, congestion, and coughing. These symptoms began when the activity began",Complainant contacted and informed that COGCC does not investigate health issues and referred to CDPHE OGHIR,12/11/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,200440679,12/11/2016,APPROVED,12/11/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,ERIE CHAMPLIN B UNIT-61N68W,335563.0,WELD,SESE,18,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/12/2016,Online Tool,,LIGHTING,"Location of concern: Directly below Colliers Parkway is a newest sight that has opened. it is located ridiculously close to my neighborhood

Issue: They have lightening 24 hours a day which has been making the interior of my house glow at night through the blinds. They are also always working on it, it is not a daytime only operation. I have been feeling nauseous at home, but not when I go to work in Thornton, once I get home the feeling returns, my wife has also been having splitting headaches as well","Complaint #:	200440679

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-12-2016 Time 0730 Hrs

Contacted by Inspector: 

	Date: 12-12-2016Time 1420 Hrs

Well Number#:   05-123-19083 Location #:   409322

Inspection Document #:  672500237

Complainant:   David Adler	Phone:    303-944-0181

Address:  590 Orion Ave, Erie Co 80516 
			

Nature of complaint: Lighting

Field Inspector Actions:
On 12-12-2016, I was contacted by Dave Kulman Deputy Director of the COGCC in reference to a complaint at the residence of the complainant David Adler, 590 Orion Ave Erie Colorado.  

The complaint indicated he was experiencing bright lights coming from location into his home at night.

 I performed a complete site inspection at locations.  At the time of inspection, I observed an Ensign pulling unit performing a re-entry operation at the location under the direction of Crestone operations.  During my inspection I observed approx. 4 light stands at location with several of the lights point up toward the derrick of the rig.  At the time of the inspection the lights were not in use.  

I also performed a sound study to the south of the location toward the complainants home approx. 350 from the source of the sound on location. See inspection Doc #672500237 for attached photos of lighting at location and attached sound study. The potential Odor issues stated in this complaint were turned over to CDPHE for further investigation.



I Contacted Crestone personnel Tarah Garza and notified her of inspections issues with BMPs, I also spoke with Kelvin Edsall consultant for Crestone and advised him of the complaints and the light issues I observed on location.  Both parties I contacted indicated they would attempt to get the issues resolved ASAP.

 

At the time of inspection, I observed a potential violation of rule 1002. f and potential violation of rule 803 of COGCC rules.",12/12/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,200440678,12/9/2016,APPROVED,12/9/2016,Nearby resident,LOCATION,,,5.0,123,Null,Downtown Directional,432599.0,WELD,NWNE,5,5N,65W,6,10459.0,EXTRACTION OIL & GAS LLC,12/11/2016,Online Tool,,NOISE,"About 3:15 a.m. on 12/8/2016, there was an extremely loud noise 5th Street and 6th Avenue. We (our neighbors and I) do know that fracking is getting ready to be started, if it already hasn't started. My house shook until a little after 8:00 this morning and there was a very loud noise. It should be acknowledged by the COGCC that these complaints have been filed before during the first round of drilling and tracking. We have discovered that our houses have begun to show cracks that have never been noticed before. I know that if/when my property ever goes up for sale, we will have to disclose all of these problems. The COGGC should be aware that we are going to contact you each and every time that this sort of thing happens in the coming weeks and months. There is a saying that, ""the squeakiest wheel gets the attention and gets the result."" We have also contacted our congression, David Young, who has taken an active role in the problems we have encountered. I believe he, in fact, has testified before the Colorado Oil and Gas Conservation Commission. I have lived in Weld County periodically through the years 1955-1976. I took care of my parents from 1976 through 2008, when my father passed away (my mother had already passed in 2006). My husband and I had planned to move up to my parents' house when we both retired. When my husband died unexpectly in 2007, I also was reorganized out of my job at Saint Joseph Hospital in late 2007, less than four months after the death of husband. Because of this, I lost the inability to continue payment on our house in Denver and foreclosure ensued. I moved up to Greeley in 2008 and began noticing marked differences related to drilling and fracking directly west of my house on the east side of Highway 85 bypass.","Complaint #:	200440671/200440670 Field Inspector Assigned: Jason E. Gomez Complaint Received: Date: 12-8-2016 Time 0500 Hrs Contacted by Inspector: Date: Time12-8-2016 0730 Hrs Well Number#: Location #: 432599 Inspection Document #: 672500234 Complainant: Susan Arnold	Phone: 970-381-1688 Address: 555 N 1st Ave, Greeley, CO 80631 Nature of complaint: Noise/Vibration Field Inspector Actions: On 12-82016, I was contacted by the complainant Susan Arnold in reference to vibrations and noise she was experiencing which she indicated was coming from the DT #1 Extraction location. The complainant said the noise was so loud it was causing her double doors on the west side of her home to shake. I performed a complete site inspection at locations. At the time of inspection, I found out from Extraction staff on scene that an upset condition was causing a ECD to burn excess VOCs and was causing the vibration and noise which the complaint was experiencing at her home. After Extraction made adjustments to their equipment the noise subsided at the complaints home. Extraction made adjustments to their SCADA equipment so this type of upset condition should not occur again At the time of inspection, I no violations of COGCC rules were observed as upset conditions were present at time of the inspection.",12/9/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,200440671,12/8/2016,APPROVED,12/8/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Downtown Directional,432599.0,WELD,NWNE,5,5N,65W,6,10459.0,EXTRACTION OIL & GAS LLC,12/8/2016,Online Tool,,NOISE,"Location of concern: 5th Street and 6th Avenue in Greeley, CO

Issue: Woke up this morning to noise and vibration in the house that went on for several hours.","Complaint #:	200440671/200440670

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-8-2016 Time 0500 Hrs

Contacted by Inspector: 

	Date: Time12-8-2016   0730 Hrs

Well Number#:     Location #:   432599

Inspection Document #:  672500234

Complainant:   Susan Arnold	Phone: 970-381-1688

Address:  555 N 1st Ave, Greeley, CO 80631 
			

Nature of complaint: Noise/Vibration

Field Inspector Actions:
On 12-82016, I was contacted by the complainant Susan Arnold in reference to vibrations and noise she was experiencing which she indicated was coming from the DT #1 Extraction location. The complainant said the noise was so loud it was causing her double doors on the west side of her home to shake.

 I performed a complete site inspection at locations.  At the time of inspection, I found out from Extraction staff on scene that an upset condition was causing a ECD to burn excess VOCs and was causing the vibration and noise which the complaint was experiencing at her home.  After Extraction made adjustments to their equipment the noise subsided at the complaints home.

Extraction made adjustments to their SCADA equipment so this type of upset condition should not occur again


At the time of inspection, I no violations of COGCC rules were observed as upset conditions were present at time of the inspection.

 

 ",12/8/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,200440670,12/8/2016,APPROVED,12/8/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Downtown Directional,432599.0,WELD,NWNE,5,5N,65W,6,10459.0,EXTRACTION OIL & GAS LLC,12/8/2016,Online Tool,,NOISE,"Location of concern: 5th Street and 6th Avenue, N. 3/4 MI, SE .3 MI INTO LAT 40.43544, LONG -104.68373 in Greeley, Colorado

Issue: We were awaken at 5:15 am to our windows rattling and doors shaking which occurred for over three hours this morning! The large atrium door was also rattling loudly. At times it sounded like a woodpecker pecking on metal. I attempted to call Extractions' emergency phone number, which repeatedly produced a constant busy signal. I tried to contact JR and finally left him a text message. I contacted Jason at COGCC, who got back with me within the hour. And I contacted Colorado State Representative Dave Young, whom has been to my home before for incidences similar to this morning. JR text me later to say that his team was working on it. Jason arrived to our home this morning and was able to observe the shaking and noise. I have also visually recorded these on my phone. On Sunday, December 4th, 2016, the same thing occurred. At one time our shop/garage shook so bad, our grandchild ran out of it scared. The windows in the house vibrated so loudly, it also scared them. I tried calling Extraction's emergency phone number (720) 370-5540 then, but received a constant busy signal as well. I was finally able to contact JR and he sent the operator over to the site. It did quit at that time.","Complaint #:	200440671/200440670

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-8-2016 Time 0500 Hrs

Contacted by Inspector: 

	Date: Time12-8-2016   0730 Hrs

Well Number#:     Location #:   432599

Inspection Document #:  672500234

Complainant:   Susan Arnold	Phone: 970-381-1688

Address:  555 N 1st Ave, Greeley, CO 80631 
			

Nature of complaint: Noise/Vibration

Field Inspector Actions:
On 12-82016, I was contacted by the complainant Susan Arnold in reference to vibrations and noise she was experiencing which she indicated was coming from the DT #1 Extraction location. The complainant said the noise was so loud it was causing her double doors on the west side of her home to shake.

 I performed a complete site inspection at locations.  At the time of inspection, I found out from Extraction staff on scene that an upset condition was causing a ECD to burn excess VOCs and was causing the vibration and noise which the complaint was experiencing at her home.  After Extraction made adjustments to their equipment the noise subsided at the complaints home.

Extraction made adjustments to their SCADA equipment so this type of upset condition should not occur again


At the time of inspection, I no violations of COGCC rules were observed as upset conditions were present at time of the inspection.",12/8/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,200440669,12/8/2016,APPROVED,12/8/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/8/2016,Online Tool,,NOISE,"Location of concern: County road 10.5 and county line rd. Erie

Issue: The noise is very annoying. When my house is quiet it sounds like a diesel truck is running in my driveway. On numerous occasions there have been strong smells of diesel. [note, odor portion of this complaint has been referred to CDPHE APCD]","COGCC staff conducted inspections of the location on 12/7/2016 and 12/9/2016 (documented in Field Inspection Reports #672500233 and #672500236, respectively). Noise levels outside of compliance with COGCC rules were not observed.",12/9/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,200440669,12/8/2016,APPROVED,12/8/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/8/2016,Online Tool,,ODOR,On numerous occasions there have been strong smells of diesel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,200440663,12/7/2016,APPROVED,12/7/2016,Nearby resident,LOCATION,,,5.0,123,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/7/2016,Online Tool,,NOISE,"Location of concern: WCR 10.5 and County Line Rd, Erie, CO; Wolley Becky Sosa site

Issue: Too noisy last night around 9:30 PM.","Complaint #:	200440663

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-7-2016 Time 1500 Hrs

Contacted by Inspector: 

	Date: 12-7-2016 Time 1530 Hrs

Well Number#:    Location #:  305447

Inspection Document #:  672500233

Complainant:   Eileen Rojas	Phone:   720-466-3508

Address:  1358 Washburn St, Erie Co 80516 
			

Nature of complaint: Noise

Field Inspector Actions:
On 12-7-2016, I was contacted by Jim Precup supervisor for the NE Inspection unit in reference to a noise complaint at the residence of the complainant Eileen Rojas 1358 Washburn St Erie Colorado.  

The complaint indicated she was awoken from her sleep by a loud noise on 12-7-2016 at approx. 2100 Hrs she said the noise remained loud for approx. 30 minutes and then subsided.   

I was unable to perform a sound study on 12-7-2016 due to high wind and cold weather conditions. 

I contacted Crestone drilling supervisor Robert Samples and he indicated he would pull his sound data to see if anything had occurred.  I also performed a full site inspection at the Woolley-Sosa-Becky location. See inspection doc# 672500233 for inspection results.

At the time of inspection no violations of COGCC rules were observed.",12/7/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,200440658,12/7/2016,APPROVED,12/7/2016,Nearby resident,LOCATION,,,5.0,001,Null,Ivey,442411.0,ADAMS,SWSE,11,1S,68W,6,10311.0,SYNERGY RESOURCES CORPORATION,12/7/2016,Online Tool,,NOT ENOUGH DATA,"Air Quality/Odor, Dust, Ground Water/Water Well, Noise, Spills/Soil Contamination, Traffic, Waste Management / Dumping
I am concerned for all of the above reason","Complainant contacted and informed of the following: As indicated on our complaints website, in order to investigate a complaint, the COGCC requires a ""detailed description of the issue you are experiencing."" After reviewing your complaint it appears that you have concerns about the not yet constructed Ivey 11-N location operated by Synergy Resources Corporation. This is recorded as location #442411. As you do not appear to be experiencing an issue currently, the COGCC can not proceed with an investigation and has closed your complaint. 

However, to address your concerns, I would suggest you review the Conditions of Approval on the permit and the documents attached to the location file in the COGCC database.",12/7/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,200440636,12/5/2016,APPROVED,12/5/2016,nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/7/2016,Online Tool,,NOISE,"Location of Concern: Woolley Becky Sosa Site; County Line Rd and WCR 10 1/2, Erie, CO 

The fracking was too noisy the night of Thursday Dec 2nd. Particularly around 10:45pm. Too loud for some to sleep.","Complaint #:	200440663

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-7-2016 Time 1500 Hrs

Contacted by Inspector: 

	Date: 12-7-2016 Time 1530 Hrs

Well Number#:    Location #:  305447

Inspection Document #:  672500233

Complainant:   Eileen Rojas	Phone:   720-466-3508

Address:  1358 Washburn St, Erie Co 80516 
			

Nature of complaint: Noise

Field Inspector Actions:
On 12-7-2016, I was contacted by Jim Precup supervisor for the NE Inspection unit in reference to a noise complaint at the residence of the complainant Eileen Rojas 1358 Washburn St Erie Colorado.  

The complaint indicated she was awoken from her sleep by a loud noise on 12-7-2016 at approx. 2100 Hrs she said the noise remained loud for approx. 30 minutes and then subsided. The complainant indicated the loud noise was not occurring now and that the noise was very sporadic.

I was unable to perform a sound study on 12-7-2016 due to high wind and cold weather conditions. 

I contacted Crestone drilling supervisor Robert Samples and he indicated he would pull his sound data to see if anything had occurred.  I also performed a full site inspection at the Woolley-Sosa-Becky location. See inspection doc# 672500233 for inspection results.

At the time of inspection no violations of COGCC rules were observed.",12/7/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,200440635,12/5/2016,APPROVED,12/5/2016,Nearby Resident,LOCATION,,,5.0,123,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/5/2016,Online Tool,,NOISE,It is 1030PM (12/2/2016) and we are awakened by the sound of pipe clanging together and the LOUD noise of the drilling going up/down - every 30-45 seconds this happens - we can hear this INSIDE OF OUR HOME - along with the continued constant humming of the generator. I have video from my backyard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,200440625,12/5/2016,APPROVED,12/5/2016,Nearby Resident,LOCATION,,,5.0,045,Null,B & V PAD,440634.0,GARFIELD,NWSW,7,7S,95W,6,10447.0,URSA OPERATING COMPANY LLC,12/5/2016,Online Tool,,LIGHTING,"Ursa B&V pad in Parachute. Pad work spotlights pointed at hillside and row of houses. URSA's Mr. Don Simpson has been notified of problem, Mr. Kirby Winn, DLG for Garfield County motified, he in turn notified Mr. John Doose of URSA. First notification was on evening of Dec. 1, 2016 and again on Dec. 3, 2016. Complaint was noted to Garfield County EAB, Kirby Winn, Marc Morton and Don Simpson in attendance on December 1, 2016. Problem is still ongoing.They should be directed down on the work site and are serving no purpose to the work area pointed up at hillside. It seems simple enough for them to direct the lights downward instead of to the hillside. They can also do like other companies and use fluorescent on the rig tower if they are trying to light it up.",No violations found. Operator was advised of lighting issues.,12/7/2016,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,200440624,12/2/2016,APPROVED,12/2/2016,Nearby resident,LOCATION,,,5.0,Nul,Null,Woolley-Sosa-Becky,305447.0,WELD,SWNW,7,1N,68W,6,10633.0,CRESTONE PEAK RESOURCES OPERATING LLC,12/5/2016,Online Tool,,NOISE,"Location: WOOLEY BECKA, CORNER OF COUNTY LINE ROAD AND COUNTY RD. 10 1/2 IN ERIE, CO

Issue: LOW LEVEL RUMBLING AND NOISE CONSTANTLY HEARD INDOORS IN OUR HOME - WITH ALL WINDOWS AND DOORS SHUT. THIS HAS BEEN GOING ON FOR A FEW WEEKS - BUT HAS BECOME INCREASINGLY ANNOYING AND FRUSTRATING THAT WE HEAR IT IN OUR HOME.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,200440622,12/2/2016,APPROVED,12/2/2016,Nearby resident,,,,,014,,,,BROOMFIELD,,,,,,,,12/2/2016,Online Tool,,OTHER,We are new residents of the Anthem community in Northern Broomfield. We are just now learning about the plan for more than 100 oil wells and hydraulic fracturing planned within feet of our homes. I am extremely alarmed for the health and welfare of the children in this community.,Complainant was informed that the location referred to in the complaint is not the subject of a current permit application. Complainant was directed to the oil and gas activity notification tool and permits web page and notified that comments to a permit must be completed through the permits page and not via complaint.,12/2/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,200440619,12/2/2016,APPROVED,12/2/2016,Land Owner,,,,,001,,,,ADAMS,,,,,,,,12/2/2016,Email,,WATER WELL,"Recently purchased a property with an old oil pump is affecting the well water quality. The quality of her water is questionable. Strange
taste and black specs in water. Boiling water does not remedy the taste and makes it worse.

Operator is Renegade.","Terracon Consultants sampled water well on Dec 12, 2016.  Sample results compiled in summary letter sent to complainant on 12/28/16.  All sample results attached to summary letter.  No evidence of oil & gas impacts observed.",12/28/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,200440614,12/2/2016,APPROVED,12/2/2016,Nearby resident,WELL,,,5.0,123,43337,Sack,446475.0,WELD,SWSW,21,1N,66W,6,10359.0,WARD PETROLEUM CORPORATION,12/2/2016,Online Tool,,NOISE,"Location of concern: County road 6 and 29 Fort Lupton colorado, 89622

Issue: the noise is shaking my house and I have a toddler it's making my life miserable, have no sleep due to noise and my toddler waking up scared.I am really close to getting the media involved. I was told to call you.","Complaint #:	 200440614

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-22016 Time 1500 Hrs

Contacted by Inspector: 

	Date: Time Hrs

Well Number#:     Location #:    446474

Inspection Document #:  672500224

Complainant:   Jonathan B Raner 	Phone: 720-683-1797

Address:     1908 CR 29, Fort Lupton CO 80621
			

Nature of complaint: Noise/Vibration/Odor

Field Inspector Actions:
On 12-2-2016, I was contacted by COGCC staff in reference to a complaint coming from the Ward Petroleum Sack location in Fort Lupton.

I attempted to contact the complainant at the number provided by complaint and at the residence but I was unable to make contact.

 I performed a complete site inspection at locations.  At the time of inspection, I found an ECD which did not appear to be running as it should be which could have been contributing to the noise the complaint described.

I contacted Ward petroleum and they indicated they may have had an upset condition with a compressor which could be causing the ECD to not burn properly.  Ward indicated they would attempt to fix this problem.


At the time of inspection, I no violations of COGCC rules were observed as upset conditions were present at time of the inspection.

 

 ",12/2/2016,Y,N,,N,,N,,12343337.0,05-123-43337,123.0,Weld,21-4-12HC,Sack,,f,f,f,t,446475.0,446474.0,Sack 21-4-12HC,DG,2016-07-25,10359.0,WARD PETROLEUM CORPORATION,90750.0,WATTENBERG,5017.32,-104.79018,40.03147,517902.0,4431270.0,21.0,1N,66W,SWSW,6,742.0,S,359.0,W,PLANNED LatLong,t,t,f,f,f,t,t,t,2016-10-21,2016-10-24,2016-11-25,f,32.0,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12343337&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
858,200440614,12/2/2016,APPROVED,12/2/2016,Nearby resident,WELL,,,5.0,123,43337,Sack,446475.0,WELD,SWSW,21,1N,66W,6,10359.0,WARD PETROLEUM CORPORATION,12/2/2016,Online Tool,,ODOR,there also is a very bad odor like Electric Fire also making life hard.,"Complaint #:	 200440614

Field Inspector Assigned: Jason E. Gomez

Complaint Received: 

	Date: 12-22016 Time 1500 Hrs

Contacted by Inspector: 

	Date: Time Hrs

Well Number#:     Location #:    446474

Inspection Document #:  672500224

Complainant:   Jonathan B Raner 	Phone: 720-683-1797

Address:     1908 CR 29, Fort Lupton CO 80621
			

Nature of complaint: Noise/Vibration/Odor

Field Inspector Actions:
On 12-2-2016, I was contacted by COGCC staff in reference to a complaint coming from the Ward Petroleum Sack location in Fort Lupton.

I attempted to contact the complainant at the number provided by complaint and at the residence but I was unable to make contact.

 I performed a complete site inspection at locations.  At the time of inspection, I found an ECD which did not appear to be running as it should be which could have been contributing to the noise the complaint described.

I contacted Ward petroleum and they indicated they may have had an upset condition with a compressor which could be causing the ECD to not burn properly.  Ward indicated they would attempt to fix this problem.

No odors detected at time of inspection, no VOC detected by personal gas monitor at time of inspection.

At the time of inspection, I no violations of COGCC rules were observed as upset conditions were present at time of the inspection.

 

 ",12/2/2016,Y,N,,N,,N,,12343337.0,05-123-43337,123.0,Weld,21-4-12HC,Sack,,f,f,f,t,446475.0,446474.0,Sack 21-4-12HC,DG,2016-07-25,10359.0,WARD PETROLEUM CORPORATION,90750.0,WATTENBERG,5017.32,-104.79018,40.03147,517902.0,4431270.0,21.0,1N,66W,SWSW,6,742.0,S,359.0,W,PLANNED LatLong,t,t,f,f,f,t,t,t,2016-10-21,2016-10-24,2016-11-25,f,32.0,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12343337&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
859,200440612,12/2/2016,APPROVED,12/2/2016,Land Owner,,,,,123,,,,WELD,,,,,,,,12/2/2016,Online Tool,,NOTIFICATION,"I sold a property located at 1426 33rd Ave in Greeley co in October 2015. Since then, extraction oil and gas has continued to send us letters at our new address re: the 1426 property instead of the new owners who have all the rights and interests in that property. I have returned their letters, sent them letters advising we no longer own that property, I called them directly and spoke with a supervisor there who assured me they would make the changes but they never have. We continue to get certified letters when they are very aware they are ""notifying"" the wrong party. I feel like they are intentionally not getting this information to the new owners in an attempt to say they ""notified"" them when they have not. I have made all attempts to resolve this with them directly but clearly they are ignoring the information they have been given over and over.",Complainant was contacted and notified of the following: The operators typically pull ownership information from county records. The COGCC is not affiliated with County Assessors or County Clerk and Recorders offices and thus we do not have the ability or authority to change personal information on recorded documents. We suggest that you contact the County Assessors and Clerk and Recorders offices in the county where the property resides to update your personal information on any legal documents that are recorded.,12/2/2016,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
